Row ID,Order ID,Order Status,Order_Purchase_Date,Order_Delivered_Date,Order_Estimated_Delivery_Date),Ship Mode,VendorID,Customer ID,Segment,State,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Surcharge,Total Cost
5610,CA-2017-117198,delivered,11/28/2017,12/27/2017,12/19/2017,Standard Class,VEN01,BG-11035,#N/A,#N/A,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0,217.767,0.05,464.23965
5921,US-2015-126977,delivered,04-12-2018,4/18/2018,05-07-2018,Standard Class,VEN01,PF-19120,#N/A,#N/A,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0,217.767,0.05,464.23965
7978,CA-2014-166051,delivered,4/13/2017,4/18/2017,05-05-2017,Standard Class,VEN03,JK-15625,#N/A,#N/A,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,659.97,3,0,197.991,0.05,485.07795
2247,CA-2017-103380,delivered,1/16/2018,2/20/2018,2/21/2018,Standard Class,VEN02,BF-11005,#N/A,#N/A,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,0.2,49.4982,0.05,641.00169
6286,CA-2016-125080,delivered,10/30/2017,11-07-2017,11/23/2017,Standard Class,VEN05,VW-21775,Corporate,Ohio,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",661.176,2,0.4,-231.4116,0.05,937.21698
2443,CA-2016-146934,delivered,05-10-2018,06-05-2018,06-05-2018,Standard Class,VEN05,AF-10870,#N/A,#N/A,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662.84,4,0,172.3384,0.05,515.02668
1941,CA-2016-112109,delivered,8/27/2017,09-06-2017,9/15/2017,Standard Class,VEN02,JE-15715,#N/A,#N/A,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,0.05,617.7213
3321,CA-2014-134551,delivered,4/29/2017,5/24/2017,06-06-2017,Standard Class,VEN04,TS-21505,#N/A,#N/A,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,0.05,617.7213
9190,US-2015-130512,delivered,03-04-2018,03-08-2018,3/20/2018,Standard Class,VEN02,SM-20320,#N/A,#N/A,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",663.072,6,0.2,-165.768,0.05,870.282
455,CA-2017-147277,delivered,4/30/2017,05-10-2017,5/23/2017,Standard Class,VEN03,EB-13705,Corporate,New York,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408,2,0.2,66.5408,0.05,628.81056
17,CA-2014-105893,delivered,3/29/2018,04-09-2018,4/17/2018,Standard Class,VEN05,PK-19075,Consumer,Michigan,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6,0,13.3176,0.05,685.19052
3778,CA-2015-107937,delivered,8/19/2018,8/22/2018,8/27/2018,Standard Class,VEN03,JB-16045,#N/A,#N/A,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,0,106.5408,0.05,587.30616
530,US-2015-138303,delivered,12-11-2017,01-04-2018,12/28/2017,Standard Class,VEN05,MG-18145,Consumer,Pennsylvania,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,1,0.2,-149.9058,0.05,856.96149
4309,CA-2014-125829,delivered,10-06-2017,10-09-2017,10/24/2017,Standard Class,VEN05,WB-21850,#N/A,#N/A,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344,7,0.2,66.6344,0.05,629.69508
3019,US-2016-160528,delivered,5/29/2017,06-05-2017,6/21/2017,Standard Class,VEN01,MH-18115,#N/A,#N/A,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,0.2,-33.32,0.05,734.706
9681,CA-2015-130113,delivered,5/31/2017,6/13/2017,6/21/2017,Standard Class,VEN04,AH-10030,#N/A,#N/A,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,668.16,9,0.2,75.168,0.05,622.6416
1637,CA-2014-168984,delivered,9/26/2017,10-04-2017,10/24/2017,Standard Class,VEN03,NW-18400,#N/A,#N/A,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,0.2,-167.27,0.05,878.1675
8128,CA-2015-137064,delivered,08-12-2018,8/17/2018,09-06-2018,Standard Class,VEN02,TS-21655,#N/A,#N/A,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",670.752,3,0.2,-125.766,0.05,836.3439
4726,CA-2016-131968,delivered,02-10-2018,2/22/2018,03-08-2018,Standard Class,VEN05,LB-16795,#N/A,#N/A,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,671.544,3,0.2,50.3658,0.05,652.23711
146,CA-2015-110744,delivered,7/22/2018,7/30/2018,8/14/2018,Standard Class,VEN01,HA-14920,Consumer,California,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0,20.1579,0.05,684.360705
4164,CA-2015-163587,delivered,08-04-2018,8/14/2018,8/16/2018,Standard Class,VEN01,EP-13915,Consumer,Illinois,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,671.94,3,0,315.8118,0.05,373.93461
2230,CA-2014-128055,delivered,5/14/2018,5/23/2018,06-05-2018,Standard Class,VEN04,AA-10315,#N/A,#N/A,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588,0.05,442.029
9782,CA-2016-153178,delivered,10/25/2017,11-11-2017,11/14/2017,Standard Class,VEN04,CL-12565,Consumer,California,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588,0.05,442.029
3839,CA-2014-126760,delivered,3/29/2018,4/13/2018,4/27/2018,Standard Class,VEN05,KM-16720,Consumer,California,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,674.352,3,0.2,-109.5822,0.05,823.13091
8280,CA-2017-146192,delivered,5/15/2017,06-02-2017,06-12-2017,Standard Class,VEN04,BD-11725,Consumer,Kentucky,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,675.06,3,0,87.7578,0.05,616.66731
2578,CA-2014-129091,delivered,08-10-2018,8/20/2018,8/20/2018,Standard Class,VEN01,RA-19885,Corporate,California,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,3,0,290.3016,0.05,404.05932
1625,CA-2015-157084,delivered,03-07-2018,03-09-2018,3/19/2018,Standard Class,VEN03,JG-15160,#N/A,#N/A,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,84.495,0.05,621.03825
1662,CA-2017-144526,delivered,08-04-2018,08-08-2018,8/20/2018,Standard Class,VEN03,QJ-19255,#N/A,#N/A,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,0.4,-158.102,0.05,877.4661
7618,CA-2016-144309,delivered,07-06-2017,7/17/2017,7/26/2017,Standard Class,VEN03,CM-12235,#N/A,#N/A,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,679.96,5,0.2,220.987,0.05,481.92165
9163,CA-2016-160108,delivered,03-06-2018,04-12-2018,04-10-2018,Standard Class,VEN03,AG-10900,Consumer,Arizona,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,680.01,3,0,176.8026,0.05,528.36777
6926,CA-2015-137925,delivered,8/20/2017,8/31/2017,9/21/2017,Standard Class,VEN03,JL-15235,#N/A,#N/A,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",681.408,12,0.2,42.588,0.05,670.761
4781,CA-2014-159310,delivered,3/28/2018,04-07-2018,4/24/2018,Standard Class,VEN04,SC-20725,Consumer,Delaware,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,4,0.3,0,0.05,717.3012
9932,CA-2015-104948,delivered,5/31/2018,6/13/2018,07-04-2018,Standard Class,VEN01,KH-16510,Consumer,California,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,683.332,4,0.15,-40.196,0.05,759.7044
527,CA-2017-113558,delivered,04-08-2017,04-12-2017,05-04-2017,Standard Class,VEN02,PH-18790,Home Office,Florida,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747,0.05,673.26525
1145,CA-2014-146969,delivered,8/30/2017,09-04-2017,09-12-2017,Standard Class,VEN02,AP-10915,Consumer,Florida,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.054,0.05,486.4293
8869,CA-2016-158260,delivered,03-08-2018,3/15/2018,3/21/2018,Standard Class,VEN05,CC-12475,#N/A,#N/A,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,686.4,2,0.2,77.22,0.05,639.639
4991,CA-2017-107321,delivered,11/22/2017,12-04-2017,12/13/2017,Standard Class,VEN01,AW-10930,#N/A,#N/A,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.408,4,0.2,77.5584,0.05,642.44208
4271,CA-2015-166975,delivered,4/29/2018,05-03-2018,5/14/2018,Standard Class,VEN03,SH-20635,#N/A,#N/A,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692.472,11,0.2,190.4298,0.05,527.14431
6047,CA-2016-154662,delivered,07-05-2018,07-12-2018,7/30/2018,Standard Class,VEN02,BF-11215,#N/A,#N/A,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,0,173.235,0.05,545.69025
4193,CA-2015-150875,delivered,1/13/2018,1/26/2018,2/21/2018,Standard Class,VEN01,HK-14890,Corporate,North Carolina,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696.42,2,0,160.1766,0.05,563.05557
1041,CA-2016-127670,delivered,11/19/2017,11/27/2017,12-08-2017,Standard Class,VEN05,RD-19660,#N/A,#N/A,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,0,146.4036,0.05,578.29422
339,CA-2014-129924,delivered,10/17/2017,10/23/2017,11-06-2017,Standard Class,VEN05,AC-10420,Corporate,California,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588,0.05,751.60134
6631,CA-2016-105081,delivered,08-09-2017,8/17/2017,8/31/2017,Standard Class,VEN02,JE-15715,#N/A,#N/A,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764,0.05,678.27438
8789,CA-2017-126914,delivered,06-09-2018,6/19/2018,7/19/2018,Standard Class,VEN02,JE-15715,#N/A,#N/A,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764,0.05,678.27438
1122,US-2014-147627,delivered,8/16/2018,8/28/2018,8/31/2018,Standard Class,VEN05,HL-15040,Consumer,Texas,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0,181.9818,0.05,543.84561
1789,CA-2015-154326,delivered,2/24/2018,03-08-2018,3/16/2018,Standard Class,VEN01,RP-19855,#N/A,#N/A,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,0,195.9944,0.05,529.18488
2747,CA-2014-155887,delivered,1/14/2018,1/16/2018,1/30/2018,Standard Class,VEN02,KT-16480,#N/A,#N/A,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",700.056,3,0.3,-130.0104,0.05,871.56972
481,CA-2016-100790,delivered,5/21/2018,06-04-2018,6/14/2018,Standard Class,VEN02,JG-15805,Corporate,New York,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0,84.51,0.05,650.727
6297,CA-2014-141313,delivered,12-01-2017,12-11-2017,12/29/2017,Standard Class,VEN03,AJ-10780,Corporate,Virginia,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0,84.51,0.05,650.727
8649,CA-2016-164574,delivered,1/26/2018,02-05-2018,2/21/2018,Standard Class,VEN03,RH-19555,#N/A,#N/A,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,704.76,5,0.2,26.4285,0.05,712.248075
2555,CA-2016-118626,delivered,01-09-2018,1/22/2018,1/26/2018,Standard Class,VEN04,JC-15775,#N/A,#N/A,TEC-PH-10000369,Technology,Phones,HTC One Mini,705.544,7,0.2,70.5544,0.05,666.73908
8049,CA-2016-168543,delivered,07-12-2018,7/25/2018,08-06-2018,Standard Class,VEN05,DK-13225,Corporate,California,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208,0.05,534.38616
9180,CA-2017-156776,delivered,4/17/2018,4/24/2018,05-04-2018,Standard Class,VEN04,JL-15505,Consumer,New York,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,707.88,3,0.2,44.2425,0.05,696.819375
2070,CA-2015-133452,delivered,12/26/2017,01-03-2018,1/15/2018,Standard Class,VEN03,ZC-21910,Consumer,Oregon,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,710.832,3,0.2,-97.7394,0.05,848.99997
6942,CA-2017-107132,delivered,2/23/2018,3/13/2018,3/22/2018,Standard Class,VEN03,SC-20260,#N/A,#N/A,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",713.88,4,0,214.164,0.05,524.7018
5849,CA-2015-121783,delivered,11/24/2017,12-01-2017,12-08-2017,Standard Class,VEN02,PO-19180,Home Office,Illinois,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,2,0,178.91,0.05,563.5665
8085,CA-2015-150714,delivered,5/21/2018,5/24/2018,5/30/2018,Standard Class,VEN02,KH-16690,Corporate,California,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,718.64,10,0.2,-161.694,0.05,924.3507
7546,CA-2014-103492,delivered,06-08-2018,6/19/2018,7/17/2018,Standard Class,VEN02,CM-12715,#N/A,#N/A,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,719.952,6,0.2,71.9952,0.05,680.35464
8553,CA-2014-140473,delivered,11/22/2017,12-06-2017,12/15/2017,Standard Class,VEN05,MC-17425,#N/A,#N/A,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,719.976,3,0.2,134.9955,0.05,614.229525
7804,CA-2015-102260,delivered,10/23/2017,11-07-2017,11/17/2017,Standard Class,VEN02,SJ-20125,Home Office,New Jersey,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.064,4,0.2,-63.0056,0.05,822.22308
7345,CA-2017-168389,delivered,10-09-2017,10/23/2017,10/26/2017,Standard Class,VEN03,DV-13045,Corporate,California,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,6,0.45,-420,0.05,1198.96875
7407,CA-2015-100146,delivered,4/26/2018,05-03-2018,5/22/2018,Standard Class,VEN02,CB-12535,Corporate,North Carolina,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",722.352,3,0.2,81.2646,0.05,673.14177
8661,CA-2017-124765,delivered,7/31/2018,08-09-2018,8/23/2018,Standard Class,VEN04,HZ-14950,#N/A,#N/A,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,723.92,5,0.2,-81.441,0.05,845.62905
661,CA-2015-146563,delivered,11/17/2017,12-11-2017,12-11-2017,Standard Class,VEN05,CB-12025,Consumer,Ohio,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765,0.05,902.83725
7622,US-2014-144078,delivered,11-04-2017,11/21/2017,12-05-2017,Standard Class,VEN01,RB-19435,#N/A,#N/A,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,725.344,4,0.2,54.4008,0.05,704.49036
3017,US-2016-160528,delivered,5/29/2017,06-05-2017,6/21/2017,Standard Class,VEN05,MH-18115,#N/A,#N/A,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,8,0.2,-172.7328,0.05,945.03024
1864,US-2016-100839,delivered,1/30/2017,2/13/2017,3/17/2017,Standard Class,VEN04,NC-18625,#N/A,#N/A,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568,0.05,1252.6689
8057,CA-2015-121188,delivered,7/30/2018,08-03-2018,8/16/2018,Standard Class,VEN05,CB-12025,Consumer,Ohio,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,728.82,9,0,29.1528,0.05,734.65056
9638,CA-2014-124702,delivered,08-01-2017,08-08-2017,8/21/2017,Standard Class,VEN01,MH-17785,Corporate,California,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",730.2,4,0,94.926,0.05,667.0377
3155,CA-2017-150497,delivered,3/20/2018,4/30/2018,4/20/2018,Standard Class,VEN04,SM-20950,#N/A,#N/A,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,331.191,0.05,425.02845
6828,CA-2016-118689,delivered,11/24/2017,12/16/2017,12/26/2017,Standard Class,VEN03,TC-20980,#N/A,#N/A,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,331.191,0.05,425.02845
9969,CA-2017-153871,delivered,8/15/2018,8/24/2018,8/28/2018,Standard Class,VEN02,RB-19435,#N/A,#N/A,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0,331.191,0.05,425.02845
458,US-2016-157945,delivered,11/21/2017,12/23/2017,12-12-2017,Standard Class,VEN05,NF-18385,Consumer,Illinois,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146,0.05,885.85623
5187,US-2015-154389,delivered,3/20/2017,3/24/2017,04-06-2017,Standard Class,VEN03,EH-14125,Home Office,Illinois,TEC-PH-10002789,Technology,Phones,LG Exalt,748.752,8,0.4,-162.2296,0.05,956.53068
8365,CA-2017-137631,delivered,05-11-2018,5/21/2018,5/30/2018,Standard Class,VEN04,JL-15235,#N/A,#N/A,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,751.984,2,0.2,84.5982,0.05,700.75509
2415,CA-2016-156300,delivered,10-04-2017,10-10-2017,10/23/2017,Standard Class,VEN05,TB-21595,Consumer,Indiana,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",754.45,5,0,60.356,0.05,728.7987
7547,CA-2014-103492,delivered,06-08-2018,6/19/2018,7/17/2018,Standard Class,VEN04,CM-12715,#N/A,#N/A,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755.944,7,0.2,66.1451,0.05,724.288845
7479,CA-2014-167199,delivered,3/15/2018,3/26/2018,04-10-2018,Standard Class,VEN02,ME-17320,#N/A,#N/A,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,4,0,204.1092,0.05,579.44334
8641,US-2017-148551,delivered,3/20/2017,04-07-2017,4/19/2017,Standard Class,VEN05,DB-13120,Corporate,California,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,760.98,5,0.8,-1141.47,0.05,1997.5725
2847,CA-2017-152093,delivered,5/27/2018,5/30/2018,6/20/2018,Standard Class,VEN04,SN-20560,#N/A,#N/A,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,3,0.8,-1143.891,0.05,2001.80925
6132,CA-2014-163447,delivered,01-03-2018,1/17/2018,1/29/2018,Standard Class,VEN05,TB-21190,#N/A,#N/A,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.214,14,0.1,161.9674,0.05,635.50893
4040,CA-2014-110786,delivered,08-07-2018,8/20/2018,8/27/2018,Standard Class,VEN01,AJ-10795,Corporate,Florida,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,767.952,6,0.2,287.982,0.05,503.9685
9317,CA-2016-161907,delivered,08-01-2018,08-07-2018,08-10-2018,Standard Class,VEN01,JH-16180,#N/A,#N/A,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,769.184,4,0.2,-163.4516,0.05,979.26738
3997,CA-2015-105627,delivered,10/27/2017,11-09-2017,12-08-2017,Standard Class,VEN02,DK-12895,#N/A,#N/A,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,769.95,5,0,223.2855,0.05,573.997725
5023,CA-2016-133795,delivered,01-10-2018,1/26/2018,02-05-2018,Standard Class,VEN01,JE-15475,Consumer,New York,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3,0,146.7693,0.05,656.985735
4671,US-2017-133200,delivered,7/17/2018,7/31/2018,08-10-2018,Standard Class,VEN03,DB-13555,#N/A,#N/A,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,5,0.2,-57.951,0.05,872.16255
6160,CA-2016-161025,delivered,06-11-2018,6/18/2018,6/28/2018,Standard Class,VEN02,GM-14440,Consumer,California,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0,108.1752,0.05,697.73004
8105,CA-2015-149846,delivered,3/30/2018,04-12-2018,4/18/2018,Standard Class,VEN03,SB-20185,#N/A,#N/A,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,775.728,6,0.2,58.1796,0.05,753.42582
7144,US-2017-141558,delivered,03-09-2018,04-03-2018,04-12-2018,Standard Class,VEN05,MH-17290,#N/A,#N/A,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,776.85,5,0.4,-181.265,0.05,1006.02075
5845,CA-2015-126725,delivered,8/15/2018,8/23/2018,09-03-2018,Standard Class,VEN05,BS-11665,#N/A,#N/A,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,777.21,7,0,54.4047,0.05,758.945565
1830,CA-2014-103373,delivered,03-05-2018,04-02-2018,04-09-2018,Standard Class,VEN01,BS-11755,Consumer,Colorado,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.796,2,0.4,-168.9558,0.05,996.18939
2755,CA-2015-155306,delivered,1/29/2018,02-01-2018,2/14/2018,Standard Class,VEN05,GA-14515,#N/A,#N/A,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,5,0.2,68.5965,0.05,751.131675
4759,CA-2014-121573,delivered,5/25/2017,06-05-2017,6/19/2017,Standard Class,VEN01,SG-20605,#N/A,#N/A,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,4,0,219.5088,0.05,592.67376
1622,CA-2017-108560,delivered,7/20/2017,7/27/2017,08-08-2017,Standard Class,VEN03,JC-15385,#N/A,#N/A,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0,385.3752,0.05,421.16004
118,CA-2015-110457,delivered,8/24/2018,8/31/2018,09-12-2018,Standard Class,VEN04,DK-13090,Consumer,Virginia,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813,0.05,653.256135
9101,CA-2017-152933,delivered,11/13/2017,11/21/2017,11/27/2017,Standard Class,VEN02,MG-17650,#N/A,#N/A,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,791.88,3,0.2,128.6805,0.05,696.359475
5010,CA-2015-102876,delivered,9/15/2017,10-05-2017,10-10-2017,Standard Class,VEN03,LR-17035,#N/A,#N/A,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,791.964,6,0.4,-131.994,0.05,970.1559
5850,CA-2015-121783,delivered,11/24/2017,12-01-2017,12-08-2017,Standard Class,VEN02,PO-19180,Home Office,Illinois,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,795.51,3,0,143.1918,0.05,684.93411
917,US-2014-141215,delivered,08-09-2017,8/17/2017,8/31/2017,Standard Class,VEN04,KL-16555,Corporate,Colorado,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,4,0.3,-56.996,0.05,897.687
9749,US-2014-140914,delivered,2/21/2018,3/28/2018,3/23/2018,Standard Class,VEN05,BH-11710,Consumer,California,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,4,0.3,-56.996,0.05,897.687
6191,CA-2016-157259,delivered,11/28/2017,12-12-2017,12-12-2017,Standard Class,VEN02,JM-15535,#N/A,#N/A,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,799.56,9,0,207.8856,0.05,621.25812
7277,CA-2014-120670,delivered,01-07-2018,1/26/2018,1/31/2018,Standard Class,VEN03,JK-16120,#N/A,#N/A,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,799.92,10,0.2,239.976,0.05,587.9412
2731,CA-2017-104801,delivered,09-01-2017,09-08-2017,9/21/2017,Standard Class,VEN03,FH-14350,#N/A,#N/A,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,799.96,4,0,343.9828,0.05,478.77606
503,US-2016-105578,delivered,10/20/2017,11-06-2017,11/16/2017,Standard Class,VEN01,MY-17380,Corporate,Colorado,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,0.05,789.0435
1872,CA-2014-116932,delivered,3/18/2018,04-04-2018,4/17/2018,Standard Class,VEN04,ME-18010,#N/A,#N/A,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,0.05,789.0435
5881,CA-2016-133935,delivered,2/22/2018,03-08-2018,3/26/2018,Standard Class,VEN02,JW-15220,#N/A,#N/A,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,0.05,789.0435
